time,passenger_count,trip_distance,trip_duration,PULocationID,DOLocationID
2024-04-07 09:00:00,1.0,4.65,23.0,60.0,51.0
2024-04-07 10:00:00,1.0,1.6,19.0,241.0,37.0
2024-04-07 11:00:00,1.0,2.15,24.5,47.0,212.0
2024-04-07 12:00:00,1.0,3.45,29.0,208.0,7.0
2024-04-07 13:00:00,1.0,6.55,28.0,32.0,42.0
2024-04-07 14:00:00,1.0,2.21,12.0,247.0,247.0
2024-04-07 15:00:00,1.0,0.4,8.0,18.0,18.0
2024-04-07 16:00:00,1.0,1.39,7.0,168.0,74.0
2024-04-07 17:00:00,1.0,6.1,30.0,78.0,75.0
2024-04-07 18:00:00,1.0,1.0,12.0,32.0,42.0
2024-04-07 19:00:00,1.0,3.6,14.0,69.0,69.0
2024-04-07 20:00:00,1.0,0.51,3.0,159.0,159.0
2024-04-07 21:00:00,1.0,7.84,35.0,31.0,107.0
2024-04-07 22:00:00,1.0,1.5,11.0,247.0,3.0
2024-04-07 23:00:00,1.0,0.86,4.0,247.0,169.0
2024-04-08 00:00:00,1.0,2.205,11.5,119.0,18.0
2024-04-08 01:00:00,1.0,0.0,0.0,235.0,235.0
2024-04-08 02:00:00,1.5,3.91,13.0,94.0,60.0
2024-04-08 03:00:00,1.0,3.955,11.0,212.0,75.0
2024-04-08 04:00:00,1.0,3.555,7.0,168.0,107.0
2024-04-08 05:00:00,1.0,0.0,43.0,32.0,166.0
2024-04-08 06:00:00,1.0,2.4,16.0,247.0,74.0
2024-04-08 07:00:00,1.0,6.085,41.0,69.0,69.0
2024-04-08 08:00:00,1.0,9.5,32.0,31.0,20.0
2024-04-08 09:00:00,1.0,0.7,29.5,51.0,14.0
2024-04-08 10:00:00,1.0,4.45,27.5,159.0,41.0
2024-04-08 11:00:00,1.5,5.25,20.5,51.0,147.0
2024-04-08 12:00:00,1.0,8.07,17.0,168.0,39.0
2024-04-08 13:00:00,1.0,0.845,15.0,168.0,51.0
2024-04-08 14:00:00,1.0,0.8,22.0,247.0,90.0
2024-04-08 15:00:00,1.5,6.6,26.5,47.0,51.0
2024-04-08 16:00:00,1.0,0.6,15.0,20.0,81.0
2024-04-08 17:00:00,1.0,0.0,11.0,3.0,20.0
2024-04-08 18:00:00,1.0,2.86,15.0,168.0,168.0
2024-04-08 19:00:00,1.0,9.205,24.0,18.0,4.0
2024-04-08 20:00:00,2.0,1.15,7.5,147.0,74.0
2024-04-08 21:00:00,1.0,2.75,20.0,46.0,42.0
2024-04-08 22:00:00,1.0,2.66,23.0,167.0,137.0
2024-04-08 23:00:00,1.0,2.66,23.0,167.0,137.0
2024-04-09 00:00:00,1.0,0.0,16.5,20.0,20.0
2024-04-09 01:00:00,1.0,0.15,2.0,247.0,247.0
2024-04-09 02:00:00,1.0,0.15,2.0,247.0,247.0
2024-04-09 03:00:00,1.0,0.0,10.0,136.0,74.0
2024-04-09 04:00:00,1.0,0.0,10.0,136.0,74.0
2024-04-09 05:00:00,1.0,11.0,36.0,51.0,29.0
2024-04-09 06:00:00,1.0,7.449999999999999,22.0,51.0,74.0
2024-04-09 07:00:00,1.0,3.9,34.0,51.0,3.0
2024-04-09 08:00:00,1.0,7.7,41.0,241.0,170.0
2024-04-09 09:00:00,1.0,2.59,21.0,69.0,244.0
2024-04-09 10:00:00,1.0,6.3,27.0,51.0,14.0
2024-04-09 11:00:00,1.0,8.0,42.0,168.0,68.0
2024-04-09 12:00:00,1.0,6.8,40.0,259.0,74.0
2024-04-09 13:00:00,1.0,1.5,34.0,69.0,50.0
2024-04-09 14:00:00,1.0,6.404999999999999,25.5,147.0,81.0
2024-04-09 15:00:00,1.0,5.51,21.0,169.0,56.0
2024-04-09 16:00:00,1.0,1.2,13.0,250.0,74.0
2024-04-09 17:00:00,1.0,5.65,34.5,169.0,42.0
2024-04-09 18:00:00,1.0,1.4,21.5,168.0,41.0
2024-04-09 19:00:00,1.0,0.0,44.0,159.0,150.0
2024-04-09 20:00:00,1.0,1.1,10.0,167.0,36.0
2024-04-09 21:00:00,1.0,3.08,37.0,159.0,55.0
2024-04-09 22:00:00,1.0,8.415,22.0,18.0,51.0
2024-04-09 23:00:00,1.0,0.0,2.0,167.0,167.0
2024-04-10 00:00:00,1.0,5.7,27.0,69.0,54.0
2024-04-10 01:00:00,1.0,0.11,0.0,126.0,213.0
2024-04-10 02:00:00,1.0,0.0,0.0,69.0,69.0
2024-04-10 03:00:00,1.0,0.0,0.0,168.0,168.0
2024-04-10 04:00:00,1.0,0.0,0.0,168.0,168.0
2024-04-10 05:00:00,1.0,1.35,27.0,51.0,68.0
2024-04-10 06:00:00,1.0,8.17,44.0,69.0,68.0
2024-04-10 07:00:00,1.0,11.3,41.0,168.0,25.0
2024-04-10 08:00:00,1.0,5.9,26.0,18.0,75.0
2024-04-10 09:00:00,1.0,11.65,47.0,78.0,107.0
2024-04-10 10:00:00,1.0,3.3049999999999997,30.0,254.0,168.0
2024-04-10 11:00:00,1.0,7.25,43.5,32.0,41.0
2024-04-10 12:00:00,1.0,6.1,24.0,159.0,74.0
2024-04-10 13:00:00,1.0,2.45,34.0,78.0,24.0
2024-04-10 14:00:00,1.0,6.955,23.0,242.0,39.0
2024-04-10 15:00:00,1.0,3.2,43.0,69.0,41.0
2024-04-10 16:00:00,1.5,6.7,28.0,159.0,42.0
2024-04-10 17:00:00,1.0,1.8,25.0,159.0,42.0
2024-04-10 18:00:00,1.0,1.1,27.0,51.0,41.0
2024-04-10 19:00:00,1.0,8.4,18.0,69.0,10.0
2024-04-10 20:00:00,1.0,4.2,18.0,168.0,225.0
2024-04-10 21:00:00,1.0,5.67,17.0,208.0,229.0
2024-04-10 22:00:00,1.0,0.5,4.0,254.0,254.0
2024-04-10 23:00:00,1.0,9.7,17.0,69.0,49.0
2024-04-11 00:00:00,1.0,0.0,0.0,168.0,264.0
2024-04-11 01:00:00,1.0,0.0,0.0,168.0,264.0
2024-04-11 02:00:00,1.0,0.0,1.0,168.0,168.0
2024-04-11 03:00:00,1.0,1.615,21.5,18.0,143.0
2024-04-11 04:00:00,1.0,0.6,14.0,18.0,174.0
2024-04-11 05:00:00,1.0,1.9,24.0,182.0,68.0
2024-04-11 06:00:00,1.0,10.9,36.0,69.0,88.0
2024-04-11 07:00:00,1.0,3.0,26.0,167.0,167.0
2024-04-11 08:00:00,1.0,2.8,23.0,81.0,60.0
2024-04-11 09:00:00,1.0,5.04,25.5,51.0,51.0
2024-04-11 10:00:00,1.0,4.4,27.0,81.0,136.0
2024-04-11 11:00:00,1.0,3.5,36.0,51.0,75.0
2024-04-11 12:00:00,1.0,6.73,44.0,167.0,42.0
2024-04-11 13:00:00,1.0,8.08,43.0,220.0,39.0
2024-04-11 14:00:00,1.0,6.2,33.0,47.0,18.0
2024-04-11 15:00:00,1.0,2.45,19.0,47.0,20.0
2024-04-11 16:00:00,1.0,4.0,26.0,242.0,147.0
2024-04-11 17:00:00,1.0,6.050000000000001,26.5,69.0,168.0
2024-04-11 18:00:00,1.0,0.1,25.0,32.0,83.0
2024-04-11 19:00:00,1.0,5.4,30.0,119.0,4.0
2024-04-11 20:00:00,1.0,4.0,49.0,47.0,74.0
2024-04-11 21:00:00,1.0,3.4,18.0,18.0,254.0
2024-04-11 22:00:00,1.0,14.09,25.0,212.0,216.0
2024-04-11 23:00:00,1.0,0.8,20.0,18.0,18.0
2024-04-12 00:00:00,1.0,0.8,20.0,18.0,18.0
2024-04-12 01:00:00,1.5,0.0,9.0,247.0,68.0
2024-04-12 02:00:00,1.0,0.7,8.0,168.0,32.0
2024-04-12 03:00:00,1.0,1.8,7.0,168.0,75.0
2024-04-12 04:00:00,1.0,0.145,17.0,168.0,137.0
2024-04-12 05:00:00,1.0,6.75,27.5,51.0,231.0
2024-04-12 06:00:00,1.0,6.0,28.0,51.0,41.0
2024-04-12 07:00:00,1.0,2.0,23.0,47.0,242.0
2024-04-12 08:00:00,1.0,4.4,34.0,254.0,242.0
2024-04-12 09:00:00,1.0,2.5,28.0,213.0,242.0
2024-04-12 10:00:00,1.0,2.1,21.0,235.0,169.0
2024-04-12 11:00:00,1.0,4.65,28.5,168.0,42.0
2024-04-12 12:00:00,1.0,5.4,38.0,51.0,235.0
2024-04-12 13:00:00,1.0,3.885,28.0,159.0,51.0
2024-04-12 14:00:00,1.0,2.15,22.5,32.0,18.0
2024-04-12 15:00:00,1.0,2.9,41.0,182.0,45.0
2024-04-12 16:00:00,1.0,5.8,25.0,81.0,69.0
2024-04-12 17:00:00,1.0,0.75,9.0,220.0,220.0
2024-04-12 18:00:00,1.0,2.7,16.0,169.0,28.0
2024-04-12 19:00:00,1.0,1.84,13.0,32.0,42.0
2024-04-12 20:00:00,1.0,9.43,19.0,247.0,3.0
2024-04-12 21:00:00,1.0,0.0,35.0,247.0,68.0
2024-04-12 22:00:00,2.0,3.35,12.0,247.0,42.0
2024-04-12 23:00:00,1.0,0.0,29.0,78.0,177.0
2024-04-13 00:00:00,1.0,2.3,31.0,136.0,53.0
2024-04-13 01:00:00,1.0,0.0,0.0,159.0,247.0
2024-04-13 02:00:00,1.5,0.0,0.5,69.0,69.0
2024-04-13 03:00:00,1.5,0.0,0.5,69.0,69.0
2024-04-13 04:00:00,1.0,3.025,13.5,51.0,60.0
2024-04-13 05:00:00,1.0,4.45,29.0,168.0,7.0
2024-04-13 06:00:00,1.0,5.1,30.0,51.0,242.0
2024-04-13 07:00:00,1.0,3.2,27.0,51.0,168.0
2024-04-13 08:00:00,1.0,3.705,28.0,235.0,242.0
2024-04-13 09:00:00,1.0,2.95,28.5,51.0,140.0
2024-04-13 10:00:00,1.0,5.2,34.0,235.0,18.0
2024-04-13 11:00:00,1.0,3.0,32.0,247.0,139.0
2024-04-13 12:00:00,1.0,2.9,37.5,18.0,42.0
2024-04-13 13:00:00,1.0,1.9,32.0,136.0,42.0
2024-04-13 14:00:00,1.0,0.94,22.0,242.0,42.0
2024-04-13 15:00:00,1.0,2.0,29.0,20.0,167.0
2024-04-13 16:00:00,1.0,4.9,33.0,159.0,51.0
2024-04-13 17:00:00,1.0,3.84,29.0,168.0,23.0
2024-04-13 18:00:00,1.0,7.199999999999999,57.0,32.0,108.0
2024-04-13 19:00:00,1.0,0.0,36.0,32.0,25.0
2024-04-13 20:00:00,1.0,1.895,10.5,168.0,75.0
2024-04-13 21:00:00,2.0,3.81,25.5,240.0,127.0
2024-04-13 22:00:00,1.0,0.0,14.0,247.0,75.0
2024-04-13 23:00:00,1.0,0.595,19.0,18.0,4.0
2024-04-14 00:00:00,1.0,3.955,11.0,168.0,4.0
2024-04-14 01:00:00,1.0,3.0,17.0,60.0,68.0
2024-04-14 02:00:00,2.0,1.02,11.0,168.0,74.0
2024-04-14 03:00:00,1.0,0.0,0.0,147.0,147.0
2024-04-14 04:00:00,1.0,2.28,9.0,126.0,69.0
2024-04-14 05:00:00,1.0,15.35,30.0,208.0,23.0
2024-04-14 06:00:00,1.0,4.8,30.0,159.0,68.0
2024-04-14 07:00:00,1.0,11.81,24.0,119.0,140.0
2024-04-14 08:00:00,1.0,0.47,7.5,250.0,250.0
2024-04-14 09:00:00,1.0,1.95,10.0,159.0,42.0
2024-04-14 10:00:00,1.0,4.1,19.0,60.0,127.0
2024-04-14 11:00:00,1.0,1.27,7.0,168.0,55.0
2024-04-14 12:00:00,1.0,4.8,42.0,18.0,51.0
2024-04-14 13:00:00,1.0,18.6,50.0,159.0,51.0
2024-04-14 14:00:00,1.0,1.83,33.5,69.0,68.0
2024-04-14 15:00:00,1.0,7.550000000000001,33.5,168.0,235.0
2024-04-14 16:00:00,1.0,0.8,17.5,168.0,42.0
2024-04-14 17:00:00,1.0,4.85,11.0,69.0,75.0
2024-04-14 18:00:00,1.0,0.0,31.0,247.0,1.0
2024-04-14 19:00:00,1.0,8.15,30.5,69.0,147.0
2024-04-14 20:00:00,1.0,2.54,16.0,168.0,241.0
2024-04-14 21:00:00,1.0,3.335,13.0,147.0,32.0
2024-04-14 22:00:00,1.0,1.66,11.0,247.0,247.0
2024-04-14 23:00:00,1.0,0.1,27.5,169.0,107.0
2024-04-15 00:00:00,1.0,1.52,12.0,136.0,126.0
2024-04-15 01:00:00,1.0,2.0,8.5,168.0,169.0
2024-04-15 02:00:00,1.0,0.0,25.0,247.0,68.0
2024-04-15 03:00:00,1.0,6.58,15.0,212.0,75.0
2024-04-15 04:00:00,1.0,6.58,15.0,212.0,75.0
2024-04-15 05:00:00,1.0,5.1,20.5,168.0,168.0
2024-04-15 06:00:00,1.0,2.29,4.0,3.0,168.0
2024-04-15 07:00:00,1.0,4.9,19.0,159.0,42.0
2024-04-15 08:00:00,1.0,4.745,24.0,159.0,55.0
2024-04-15 09:00:00,1.0,4.85,27.0,94.0,42.0
2024-04-15 10:00:00,1.0,1.9,12.0,69.0,42.0
2024-04-15 11:00:00,1.0,0.0,1.5,69.0,69.0
2024-04-15 12:00:00,1.0,0.625,5.0,159.0,168.0
2024-04-15 13:00:00,1.0,8.4,27.0,51.0,42.0
2024-04-15 14:00:00,1.0,3.265,29.0,31.0,10.0
2024-04-15 15:00:00,1.0,7.69,25.0,247.0,45.0
2024-04-15 16:00:00,1.0,2.2,27.5,32.0,18.0
2024-04-15 17:00:00,3.0,1.2,6.0,78.0,182.0
2024-04-15 18:00:00,2.0,0.8099999999999999,20.5,3.0,41.0
2024-04-15 19:00:00,1.0,1.48,15.0,18.0,3.0
2024-04-15 20:00:00,1.0,0.0,20.0,235.0,3.0
2024-04-15 21:00:00,1.0,0.81,14.0,119.0,48.0
2024-04-15 22:00:00,1.0,0.81,14.0,119.0,48.0
2024-04-15 23:00:00,1.0,0.0,15.0,69.0,18.0
2024-04-16 00:00:00,6.0,1.34,9.0,247.0,116.0
2024-04-16 01:00:00,1.0,0.135,1.5,31.0,31.0
2024-04-16 02:00:00,1.0,11.97,35.0,169.0,226.0
2024-04-16 03:00:00,1.0,11.97,35.0,169.0,226.0
2024-04-16 04:00:00,1.0,0.0,31.0,119.0,55.0
2024-04-16 05:00:00,1.0,12.0,38.0,51.0,4.0
2024-04-16 06:00:00,1.0,5.6,34.0,51.0,88.0
2024-04-16 07:00:00,1.0,2.9000000000000004,46.0,51.0,136.0
2024-04-16 08:00:00,1.0,2.8,38.0,51.0,42.0
2024-04-16 09:00:00,1.0,3.7,32.0,213.0,242.0
2024-04-16 10:00:00,1.0,1.5,28.0,47.0,42.0
2024-04-16 11:00:00,1.0,4.9,26.0,213.0,168.0
2024-04-16 12:00:00,1.0,3.3499999999999996,24.5,174.0,32.0
2024-04-16 13:00:00,1.0,2.9,21.0,242.0,43.0
2024-04-16 14:00:00,1.0,2.3,11.0,168.0,168.0
2024-04-16 15:00:00,1.0,9.6,52.0,213.0,71.0
2024-04-16 16:00:00,1.0,4.9,44.0,69.0,134.0
2024-04-16 17:00:00,1.0,6.0,33.0,159.0,51.0
2024-04-16 18:00:00,1.0,1.0,11.0,169.0,7.0
2024-04-16 19:00:00,1.0,0.0,30.5,247.0,239.0
2024-04-16 20:00:00,1.0,6.75,22.5,32.0,32.0
2024-04-16 21:00:00,1.5,3.07,12.0,159.0,116.0
2024-04-16 22:00:00,1.0,5.45,68.5,159.0,41.0
2024-04-16 23:00:00,1.0,0.0,14.0,47.0,47.0
2024-04-17 00:00:00,1.0,0.35,13.5,247.0,68.0
2024-04-17 01:00:00,1.0,0.35,13.5,247.0,68.0
2024-04-17 02:00:00,1.0,0.35,13.5,247.0,68.0
2024-04-17 03:00:00,1.0,0.35,13.5,247.0,68.0
2024-04-17 04:00:00,1.0,9.55,50.5,126.0,48.0
2024-04-17 05:00:00,1.0,0.0,30.0,51.0,88.0
2024-04-17 06:00:00,1.0,5.5,38.0,51.0,137.0
2024-04-17 07:00:00,1.0,2.41,32.5,159.0,107.0
2024-04-17 08:00:00,1.0,4.9,35.0,254.0,140.0
2024-04-17 09:00:00,1.0,6.325,37.5,182.0,78.0
2024-04-17 10:00:00,1.0,3.7,39.0,159.0,140.0
2024-04-17 11:00:00,1.0,2.51,21.0,51.0,81.0
2024-04-17 12:00:00,1.0,1.84,19.5,242.0,3.0
2024-04-17 13:00:00,1.0,3.245,20.5,78.0,3.0
2024-04-17 14:00:00,1.0,2.8,33.5,69.0,220.0
2024-04-17 15:00:00,1.0,1.9,36.0,242.0,3.0
2024-04-17 16:00:00,1.0,1.58,14.0,78.0,59.0
2024-04-17 17:00:00,1.0,18.35,72.0,32.0,23.0
2024-04-17 18:00:00,1.0,0.0,9.0,168.0,168.0
2024-04-17 19:00:00,1.0,4.0,29.0,51.0,32.0
2024-04-17 20:00:00,1.0,3.66,20.0,78.0,119.0
2024-04-17 21:00:00,1.5,2.6,29.0,247.0,116.0
2024-04-17 22:00:00,1.0,0.0,1.0,254.0,254.0
2024-04-17 23:00:00,1.0,0.0,7.0,208.0,208.0
2024-04-18 00:00:00,1.0,4.34,11.5,168.0,170.0
2024-04-18 01:00:00,1.0,4.34,11.5,168.0,170.0
2024-04-18 02:00:00,1.0,4.34,11.5,168.0,170.0
2024-04-18 03:00:00,1.0,4.34,11.5,168.0,170.0
2024-04-18 04:00:00,1.0,5.25,26.0,159.0,129.0
2024-04-18 05:00:00,1.0,6.9,37.0,51.0,137.0
2024-04-18 06:00:00,1.0,10.3,50.0,51.0,48.0
2024-04-18 07:00:00,1.0,2.5,39.0,159.0,3.0
2024-04-18 08:00:00,1.0,4.0,40.5,247.0,18.0
2024-04-18 09:00:00,1.0,1.9,30.0,213.0,43.0
2024-04-18 10:00:00,1.0,4.6,30.0,213.0,28.0
2024-04-18 11:00:00,1.0,2.0999999999999996,33.0,213.0,213.0
2024-04-18 12:00:00,1.0,3.45,30.0,208.0,69.0
2024-04-18 13:00:00,1.0,2.0,18.0,159.0,126.0
2024-04-18 14:00:00,1.0,4.27,34.0,46.0,42.0
2024-04-18 15:00:00,1.0,3.675,25.0,168.0,60.0
2024-04-18 16:00:00,1.0,1.2,14.0,174.0,136.0
2024-04-18 17:00:00,1.0,1.05,33.0,69.0,35.0
2024-04-18 18:00:00,1.0,2.3,18.0,213.0,212.0
2024-04-18 19:00:00,1.0,0.0,14.5,32.0,247.0
2024-04-18 20:00:00,1.0,2.38,17.0,247.0,185.0
2024-04-18 21:00:00,1.0,0.0,12.0,168.0,137.0
2024-04-18 22:00:00,2.0,3.99,20.5,247.0,152.0
2024-04-18 23:00:00,1.0,8.0,21.0,119.0,55.0
2024-04-19 00:00:00,1.0,0.0,25.0,247.0,68.0
2024-04-19 01:00:00,1.0,0.0,25.0,247.0,68.0
2024-04-19 02:00:00,1.0,0.26,2.0,159.0,147.0
2024-04-19 03:00:00,1.0,0.26,2.0,159.0,147.0
2024-04-19 04:00:00,1.0,10.7,33.0,250.0,137.0
2024-04-19 05:00:00,1.0,2.1,17.0,250.0,126.0
2024-04-19 06:00:00,1.0,5.35,30.0,51.0,25.0
2024-04-19 07:00:00,1.0,2.3,39.0,51.0,60.0
2024-04-19 08:00:00,1.0,3.15,31.0,235.0,242.0
2024-04-19 09:00:00,1.0,2.8,27.0,69.0,185.0
2024-04-19 10:00:00,1.0,1.0,16.0,242.0,18.0
2024-04-19 11:00:00,1.0,2.4,23.0,51.0,242.0
2024-04-19 12:00:00,1.0,1.55,15.5,185.0,18.0
2024-04-19 13:00:00,1.0,1.8,25.0,20.0,25.0
2024-04-19 14:00:00,1.0,1.95,20.5,78.0,42.0
2024-04-19 15:00:00,1.0,3.2249999999999996,46.5,247.0,78.0
2024-04-19 16:00:00,1.0,3.65,35.0,32.0,242.0
2024-04-19 17:00:00,1.0,2.0,32.0,182.0,31.0
2024-04-19 18:00:00,6.0,15.93,61.0,168.0,35.0
2024-04-19 19:00:00,1.0,7.7,29.0,32.0,42.0
2024-04-19 20:00:00,1.0,3.465,16.0,119.0,116.0
2024-04-19 21:00:00,1.0,2.165,23.0,247.0,162.0
2024-04-19 22:00:00,1.0,5.1,32.0,159.0,174.0
2024-04-19 23:00:00,1.0,2.3,6.0,168.0,75.0
2024-04-20 00:00:00,1.0,0.0,29.0,136.0,90.0
2024-04-20 01:00:00,1.0,0.0,29.0,136.0,90.0
2024-04-20 02:00:00,1.0,9.35,18.0,47.0,75.0
2024-04-20 03:00:00,1.0,0.0,10.0,159.0,74.0
2024-04-20 04:00:00,1.0,1.85,24.0,18.0,137.0
2024-04-20 05:00:00,1.0,0.8,24.5,51.0,48.0
2024-04-20 06:00:00,1.0,9.6,25.0,78.0,60.0
2024-04-20 07:00:00,1.0,4.9,43.0,254.0,51.0
2024-04-20 08:00:00,1.0,0.7,29.0,119.0,36.0
2024-04-20 09:00:00,1.0,3.05,29.0,168.0,168.0
2024-04-20 10:00:00,1.0,5.1,27.0,51.0,185.0
2024-04-20 11:00:00,1.0,8.0,44.0,168.0,38.0
2024-04-20 12:00:00,1.0,1.95,32.0,94.0,25.0
2024-04-20 13:00:00,1.0,5.5,29.0,168.0,168.0
2024-04-20 14:00:00,1.0,2.2649999999999997,27.5,69.0,167.0
2024-04-20 15:00:00,1.0,1.6,16.0,159.0,36.0
2024-04-20 16:00:00,1.5,1.81,19.0,159.0,31.0
2024-04-20 17:00:00,1.0,4.305,24.5,168.0,74.0
2024-04-20 18:00:00,1.0,1.52,21.0,247.0,69.0
2024-04-20 19:00:00,1.0,2.83,26.5,213.0,35.0
2024-04-20 20:00:00,1.0,2.55,23.5,119.0,48.0
2024-04-20 21:00:00,1.0,5.5,20.0,247.0,74.0
2024-04-20 22:00:00,1.0,3.78,25.0,247.0,107.0
2024-04-20 23:00:00,1.0,9.54,22.5,220.0,7.0
2024-04-21 00:00:00,1.0,1.68,11.0,159.0,42.0
2024-04-21 01:00:00,1.0,0.84,11.0,168.0,42.0
2024-04-21 02:00:00,1.0,4.32,14.0,168.0,169.0
2024-04-21 03:00:00,1.0,0.37,3.0,69.0,119.0
2024-04-21 04:00:00,2.0,0.0,13.0,69.0,167.0
2024-04-21 05:00:00,1.0,18.4,25.0,235.0,265.0
2024-04-21 06:00:00,1.0,6.4,14.0,51.0,60.0
2024-04-21 07:00:00,1.0,2.9,17.0,119.0,159.0
2024-04-21 08:00:00,1.0,5.3,24.5,51.0,41.0
2024-04-21 09:00:00,1.0,15.05,38.5,119.0,14.0
2024-04-21 10:00:00,1.0,2.025,14.0,213.0,41.0
2024-04-21 11:00:00,1.0,0.84,8.0,168.0,168.0
2024-04-21 12:00:00,1.0,2.6,17.5,119.0,60.0
2024-04-21 13:00:00,1.0,1.7,36.0,220.0,94.0
2024-04-21 14:00:00,1.0,6.3,28.0,69.0,100.0
2024-04-21 15:00:00,2.0,4.279999999999999,30.0,247.0,65.0
2024-04-21 16:00:00,1.0,7.39,45.0,247.0,68.0
2024-04-21 17:00:00,1.0,3.085,34.0,47.0,42.0
2024-04-21 18:00:00,1.0,5.24,28.0,119.0,220.0
2024-04-21 19:00:00,1.0,1.96,24.0,18.0,119.0
2024-04-21 20:00:00,1.5,0.0,1.0,168.0,168.0
2024-04-21 21:00:00,1.5,7.4,32.0,242.0,42.0
2024-04-21 22:00:00,1.0,2.755,12.0,168.0,37.0
2024-04-21 23:00:00,1.0,0.235,30.5,136.0,48.0
2024-04-22 00:00:00,1.0,1.2,0.0,213.0,213.0
2024-04-22 01:00:00,1.0,0.0,0.0,119.0,119.0
2024-04-22 02:00:00,1.5,3.0,10.0,182.0,59.0
2024-04-22 03:00:00,1.0,0.0,34.0,119.0,258.0
2024-04-22 04:00:00,1.0,1.9,5.0,168.0,74.0
2024-04-22 05:00:00,1.0,2.65,6.0,168.0,78.0
2024-04-22 06:00:00,1.0,1.6,18.0,159.0,42.0
2024-04-22 07:00:00,1.0,2.0,22.0,3.0,32.0
2024-04-22 08:00:00,1.0,4.550000000000001,31.5,51.0,32.0
2024-04-22 09:00:00,1.0,2.65,21.5,174.0,174.0
2024-04-22 10:00:00,1.0,3.0,33.5,47.0,76.0
2024-04-22 11:00:00,1.0,4.7,25.0,167.0,36.0
2024-04-22 12:00:00,1.0,3.854999999999999,18.5,168.0,42.0
2024-04-22 13:00:00,1.0,1.4,16.0,168.0,48.0
2024-04-22 14:00:00,1.0,5.3,22.0,168.0,20.0
2024-04-22 15:00:00,1.0,0.0,7.0,168.0,159.0
2024-04-22 16:00:00,1.0,10.45,39.5,247.0,18.0
2024-04-22 17:00:00,1.0,1.53,11.0,119.0,247.0
2024-04-22 18:00:00,1.5,2.705,14.5,168.0,220.0
2024-04-22 19:00:00,1.0,3.55,19.5,32.0,51.0
2024-04-22 20:00:00,3.0,9.46,33.0,220.0,87.0
2024-04-22 21:00:00,1.0,12.15,35.0,212.0,41.0
2024-04-22 22:00:00,1.0,2.5,13.0,159.0,254.0
2024-04-22 23:00:00,1.0,3.23,13.0,119.0,5.0
2024-04-23 00:00:00,1.0,5.01,11.0,78.0,69.0
2024-04-23 01:00:00,1.0,0.0,2.0,247.0,167.0
2024-04-23 02:00:00,1.0,0.0,2.0,247.0,167.0
2024-04-23 03:00:00,5.0,2.01,5.0,168.0,75.0
2024-04-23 04:00:00,1.0,0.5,12.0,167.0,126.0
2024-04-23 05:00:00,1.0,6.050000000000001,29.0,51.0,88.0
2024-04-23 06:00:00,1.0,6.45,38.0,51.0,68.0
2024-04-23 07:00:00,1.0,2.4,45.0,168.0,75.0
2024-04-23 08:00:00,1.0,2.605,46.5,182.0,231.0
2024-04-23 09:00:00,1.0,7.55,40.0,47.0,174.0
2024-04-23 10:00:00,1.0,3.5,32.0,208.0,75.0
2024-04-23 11:00:00,1.0,8.1,44.0,20.0,62.0
2024-04-23 12:00:00,1.0,1.7999999999999998,32.5,241.0,47.0
2024-04-23 13:00:00,1.0,2.03,21.0,247.0,247.0
2024-04-23 14:00:00,1.0,3.2,26.0,159.0,136.0
2024-04-23 15:00:00,1.0,1.2,10.0,168.0,168.0
2024-04-23 16:00:00,1.0,1.3,22.0,60.0,247.0
2024-04-23 17:00:00,1.0,2.5,23.0,247.0,74.0
2024-04-23 18:00:00,1.0,4.3,23.0,20.0,47.0
2024-04-23 19:00:00,1.0,0.8,28.0,47.0,3.0
2024-04-23 20:00:00,1.0,2.6500000000000004,13.5,32.0,41.0
2024-04-23 21:00:00,1.0,3.045,28.5,20.0,74.0
2024-04-23 22:00:00,1.0,4.9,19.0,159.0,254.0
2024-04-23 23:00:00,1.0,0.0,1.0,182.0,182.0
2024-04-24 00:00:00,1.0,0.0,24.0,147.0,68.0
2024-04-24 01:00:00,1.0,2.62,12.0,159.0,116.0
2024-04-24 02:00:00,1.0,1.18,9.0,212.0,213.0
2024-04-24 03:00:00,1.0,0.55,18.5,147.0,65.0
2024-04-24 04:00:00,1.0,3.5,34.0,213.0,136.0
2024-04-24 05:00:00,1.0,4.0,46.0,254.0,29.0
2024-04-24 06:00:00,1.0,10.9,46.0,51.0,69.0
2024-04-24 07:00:00,1.0,3.63,44.0,136.0,169.0
2024-04-24 08:00:00,1.0,5.4,39.5,81.0,247.0
2024-04-24 09:00:00,1.0,1.9,26.0,254.0,75.0
2024-04-24 10:00:00,1.0,5.41,22.0,69.0,159.0
2024-04-24 11:00:00,1.0,2.3,25.0,119.0,138.0
2024-04-24 12:00:00,1.0,5.15,31.5,168.0,75.0
2024-04-24 13:00:00,1.0,1.8,33.0,220.0,246.0
2024-04-24 14:00:00,1.0,3.8,34.0,247.0,182.0
2024-04-24 15:00:00,1.0,4.5,33.5,168.0,168.0
2024-04-24 16:00:00,1.0,4.7,43.0,159.0,18.0
2024-04-24 17:00:00,1.0,4.455,22.5,247.0,212.0
2024-04-24 18:00:00,1.0,0.0,10.0,174.0,247.0
2024-04-24 19:00:00,1.0,8.2,38.0,242.0,76.0
2024-04-24 20:00:00,1.0,8.2,38.0,242.0,76.0
